code,name,market,secid,date,open,close,high,low,volume,amount,amplitude,pct_chg,chg,turnover,meta_decimal,meta_dktotal,meta_preKPrice
688287,*ST观典,1,1.688287,2022-05-25,11.08,10.57,12.49,10.55,257886,458321360.00,13.98,-23.85,-3.31,22.95,2,886,13.88
688287,*ST观典,1,1.688287,2022-05-26,9.98,11.48,12.42,9.83,231462,411598368.00,24.50,8.61,0.91,20.60,2,886,13.88
688287,*ST观典,1,1.688287,2022-05-27,11.05,10.68,11.38,10.40,154937,265016694.00,8.54,-6.97,-0.80,13.79,2,886,13.88
688287,*ST观典,1,1.688287,2022-05-30,10.63,10.31,10.63,10.11,84972,139145251.00,4.87,-3.46,-0.37,7.56,2,886,13.88
688287,*ST观典,1,1.688287,2022-05-31,10.28,11.48,12.24,10.28,198677,353232832.00,19.01,11.35,1.17,17.68,2,886,13.88
688287,*ST观典,1,1.688287,2022-06-01,11.24,12.32,13.13,11.14,217001,417777360.00,17.33,7.32,0.84,19.31,2,886,13.88
688287,*ST观典,1,1.688287,2022-06-02,12.41,13.10,13.35,11.78,222915,442070400.00,12.74,6.33,0.78,19.84,2,886,13.88
688287,*ST观典,1,1.688287,2022-06-06,12.99,12.63,12.99,12.43,163837,328397264.00,4.27,-3.59,-0.47,14.58,2,886,13.88
688287,*ST观典,1,1.688287,2022-06-07,12.47,12.40,12.86,12.17,105610,207697154.00,5.46,-1.82,-0.23,9.40,2,886,13.88
688287,*ST观典,1,1.688287,2022-06-08,12.40,11.78,12.48,11.52,110275,207422866.00,7.74,-5.00,-0.62,9.82,2,886,13.88
688287,*ST观典,1,1.688287,2022-06-09,11.82,11.56,11.90,11.39,56113,102834192.00,4.33,-1.87,-0.22,4.99,2,886,13.88
688287,*ST观典,1,1.688287,2022-06-10,11.59,11.82,12.32,11.59,83852,157847419.00,6.31,2.25,0.26,7.46,2,886,13.88
688287,*ST观典,1,1.688287,2022-06-13,11.63,11.40,11.77,11.26,69715,126158233.00,4.31,-3.55,-0.42,6.21,2,886,13.88
688287,*ST观典,1,1.688287,2022-06-14,11.30,11.15,11.36,10.79,52629,91590634.00,5.00,-2.19,-0.25,4.68,2,886,13.88
