code,name,market,secid,date,open,close,high,low,volume,amount,amplitude,pct_chg,chg,turnover,meta_decimal,meta_dktotal,meta_preKPrice
688233,神工股份,1,1.688233,2020-02-21,89.17,77.13,95.17,76.87,270939,2261689566.00,87.81,270.11,56.29,74.09,2,1435,20.84
688233,神工股份,1,1.688233,2020-02-24,73.17,75.67,76.94,66.84,187359,1358035639.00,13.09,-1.89,-1.46,51.24,2,1435,20.84
688233,神工股份,1,1.688233,2020-02-25,72.22,76.77,81.17,72.22,156831,1226422034.00,11.83,1.45,1.10,42.89,2,1435,20.84
688233,神工股份,1,1.688233,2020-02-26,72.67,70.18,75.67,68.84,111559,804577378.00,8.90,-8.58,-6.59,30.51,2,1435,20.84
688233,神工股份,1,1.688233,2020-02-27,69.15,64.78,71.18,64.78,81779,551357659.00,9.12,-7.69,-5.40,22.36,2,1435,20.84
688233,神工股份,1,1.688233,2020-02-28,59.17,60.83,66.38,58.17,77883,486004095.00,12.67,-6.10,-3.95,21.30,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-02,63.57,61.55,64.17,60.19,56216,352509384.00,6.54,1.18,0.72,15.37,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-03,62.29,62.07,65.39,61.37,67708,433325484.00,6.53,0.84,0.52,18.52,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-04,60.17,60.47,61.15,58.05,58258,352670778.00,4.99,-2.58,-1.60,15.93,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-05,61.67,62.96,64.65,60.78,66152,419128400.00,6.40,4.12,2.49,18.09,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-06,61.11,61.19,62.37,60.75,39223,244164281.00,2.57,-2.81,-1.77,10.73,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-09,59.17,55.98,60.16,55.95,46694,275463720.00,6.88,-8.51,-5.21,12.77,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-10,58.02,58.82,59.13,55.76,56615,330430548.00,6.02,5.07,2.84,15.48,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-11,58.07,55.28,58.67,55.16,50229,289979649.00,5.97,-6.02,-3.54,13.74,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-12,53.46,53.63,55.39,53.18,27819,152620366.00,4.00,-2.98,-1.65,7.61,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-13,49.97,53.71,55.55,49.68,44583,238718994.00,10.95,0.15,0.08,12.19,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-16,53.42,50.67,55.65,50.50,36357,196962993.00,9.59,-5.66,-3.04,9.94,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-17,52.31,51.83,53.05,49.27,36391,190611889.00,7.46,2.29,1.16,9.95,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-18,53.05,50.97,53.61,50.84,37347,199982097.00,5.34,-1.66,-0.86,10.21,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-19,51.47,58.02,58.04,51.05,75074,422577565.00,13.71,13.83,7.05,20.53,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-20,59.27,57.82,60.15,56.97,66712,396240672.00,5.48,-0.34,-0.20,18.24,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-23,55.12,50.87,56.37,50.17,50089,269690496.00,10.72,-12.02,-6.95,13.70,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-24,52.68,53.17,53.17,49.27,41561,218124935.00,7.67,4.52,2.30,11.37,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-25,54.57,53.78,55.97,53.33,39656,219468589.00,4.97,1.15,0.61,10.84,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-26,52.15,51.67,53.77,51.57,29720,158090799.00,4.09,-3.92,-2.11,8.13,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-27,53.57,52.11,54.67,51.72,30602,165093602.00,5.71,0.85,0.44,8.37,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-30,50.13,49.34,51.00,48.18,34168,170722832.00,5.41,-5.32,-2.77,9.34,2,1435,20.84
688233,神工股份,1,1.688233,2020-03-31,50.44,48.42,50.99,48.25,25458,127911013.00,5.55,-1.86,-0.92,6.96,2,1435,20.84
688233,神工股份,1,1.688233,2020-04-01,48.16,48.45,49.97,48.16,22143,110133607.00,3.74,0.06,0.03,6.06,2,1435,20.84
688233,神工股份,1,1.688233,2020-04-02,47.76,51.33,51.42,47.66,33799,170397483.00,7.76,5.94,2.88,9.24,2,1435,20.84
688233,神工股份,1,1.688233,2020-04-03,50.58,48.98,50.72,48.93,28021,141551898.00,3.49,-4.58,-2.35,7.66,2,1435,20.84
688233,神工股份,1,1.688233,2020-04-07,50.27,49.84,50.56,49.68,20925,106385078.00,1.80,1.76,0.86,5.72,2,1435,20.84
688233,神工股份,1,1.688233,2020-04-08,49.92,50.91,51.87,49.83,31353,162851448.00,4.09,2.15,1.07,8.57,2,1435,20.84
688233,神工股份,1,1.688233,2020-04-09,50.18,50.07,51.17,49.84,23728,121191912.00,2.61,-1.65,-0.84,6.49,2,1435,20.84
688233,神工股份,1,1.688233,2020-04-10,49.92,48.09,50.17,47.94,23279,115276673.00,4.45,-3.95,-1.98,6.37,2,1435,20.84
688233,神工股份,1,1.688233,2020-04-13,48.17,46.57,48.37,46.49,16358,78768890.00,3.91,-3.16,-1.52,4.47,2,1435,20.84
