code,name,market,secid,updated_at
688303,大全能源,1,1.688303,2026-01-20 20:43:31
688302,海创药业-U,1,1.688302,2026-01-20 20:43:31
688301,奕瑞科技,1,1.688301,2026-01-20 20:43:31
688300,联瑞新材,1,1.688300,2026-01-20 20:43:31
688299,长阳科技,1,1.688299,2026-01-20 20:43:31
688298,东方生物,1,1.688298,2026-01-20 20:43:31
688297,中无人机,1,1.688297,2026-01-20 20:43:31
688296,和达科技,1,1.688296,2026-01-20 20:43:31
688295,中复神鹰,1,1.688295,2026-01-20 20:43:31
688293,奥浦迈,1,1.688293,2026-01-20 20:43:31
688292,浩瀚深度,1,1.688292,2026-01-20 20:43:31
688291,金橙子,1,1.688291,2026-01-20 20:43:31
688290,景业智能,1,1.688290,2026-01-20 20:43:31
688289,圣湘生物,1,1.688289,2026-01-20 20:43:31
688288,鸿泉技术,1,1.688288,2026-01-20 20:43:31
688287,*ST观典,1,1.688287,2026-01-20 20:43:31
688286,敏芯股份,1,1.688286,2026-01-20 20:43:31
688285,高铁电气,1,1.688285,2026-01-20 20:43:31
688283,坤恒顺维,1,1.688283,2026-01-20 20:43:31
688282,理工导航,1,1.688282,2026-01-20 20:43:31
688281,华秦科技,1,1.688281,2026-01-20 20:43:31
688280,精进电动-UW,1,1.688280,2026-01-20 20:43:31
688279,峰岹科技,1,1.688279,2026-01-20 20:43:31
688278,特宝生物,1,1.688278,2026-01-20 20:43:31
688277,天智航-U,1,1.688277,2026-01-20 20:43:31
688276,百克生物,1,1.688276,2026-01-20 20:43:31
688275,万润新能,1,1.688275,2026-01-20 20:43:31
688273,麦澜德,1,1.688273,2026-01-20 20:43:31
688272,富吉瑞,1,1.688272,2026-01-20 20:43:31
688271,联影医疗,1,1.688271,2026-01-20 20:43:31
688270,臻镭科技,1,1.688270,2026-01-20 20:43:31
688269,凯立新材,1,1.688269,2026-01-20 20:43:31
688268,华特气体,1,1.688268,2026-01-20 20:43:31
688267,中触媒,1,1.688267,2026-01-20 20:43:31
688266,泽璟制药-U,1,1.688266,2026-01-20 20:43:31
688265,南模生物,1,1.688265,2026-01-20 20:43:31
688262,国芯科技,1,1.688262,2026-01-20 20:43:31
688261,东微半导,1,1.688261,2026-01-20 20:43:31
688260,昀冢科技,1,1.688260,2026-01-20 20:43:31
688259,创耀科技,1,1.688259,2026-01-20 20:43:31
688258,卓易信息,1,1.688258,2026-01-20 20:43:31
688257,新锐股份,1,1.688257,2026-01-20 20:43:31
688256,寒武纪-U,1,1.688256,2026-01-20 20:43:31
688255,凯尔达,1,1.688255,2026-01-20 20:43:31
688253,英诺特,1,1.688253,2026-01-20 20:43:31
688252,天德钰,1,1.688252,2026-01-20 20:43:31
688251,井松智能,1,1.688251,2026-01-20 20:43:31
688249,晶合集成,1,1.688249,2026-01-20 20:43:31
688248,南网科技,1,1.688248,2026-01-20 20:43:31
688247,宣泰医药,1,1.688247,2026-01-20 20:43:31
688246,嘉和美康,1,1.688246,2026-01-20 20:43:31
688244,永信至诚,1,1.688244,2026-01-20 20:43:31
688239,航宇科技,1,1.688239,2026-01-20 20:43:31
688238,和元生物,1,1.688238,2026-01-20 20:43:31
688237,超卓航科,1,1.688237,2026-01-20 20:43:31
688236,春立医疗,1,1.688236,2026-01-20 20:43:31
688235,百济神州-U,1,1.688235,2026-01-20 20:43:31
688234,天岳先进,1,1.688234,2026-01-20 20:43:31
688233,神工股份,1,1.688233,2026-01-20 20:43:31
688232,新点软件,1,1.688232,2026-01-20 20:43:31
688231,隆达股份,1,1.688231,2026-01-20 20:43:31
